# Chapter 1 continuation: the Project-NOVA incident
「……フェイリクス。\n<ruby=りんしょうじっけん>臨床実験</ruby>の時間……だよね？」	“……费利克斯。\n到<ruby=りんしょうじっけん>临床实验</ruby>的时间了……对吧？”
「そうだ。\nまもなく<ruby=だいさんせだいがた>第三世代型</ruby>の<ruby=りんしょうじっけん>臨床実験</ruby>が始まる。\n<ruby=プロジェクトノヴァ>Project-NOVA</ruby>の成否を賭けた大事な実験だ。」	“没错。\n<ruby=だいさんせだいがた>第三代机型</ruby>的<ruby=りんしょうじっけん>临床实验</ruby>马上开始。\n这是赌上<ruby=プロジェクトノヴァ>Project-NOVA</ruby>成败的重要实验。”
「それじゃ……\nドクターのところに行こうか。」	“那么……\n我们去博士那里吧。”
「……待ってくれ。」	“……等一下。”
「どうしたの？」	“怎么了？”
「……この<ruby=りんしょうじっけん>臨床実験</ruby>、\n何かがおかしいんだ。」	“……这场<ruby=りんしょうじっけん>临床实验</ruby>，\n有些不对劲。”
「おかしい？」	“不对劲？”
「実験工程のデータベースを確認したんだけど\n被検体への安全基準を満たしていない。」	“我确认过实验流程数据库，\n它根本不符合实验对象的安全标准。”
「それどころか、ドクターから話を聞いていた\n実験内容との相違点が多すぎる。」	“不仅如此，\n和博士告诉我的实验内容有太多差异。”
「これはただの<ruby=りんしょうじっけん>臨床実験</ruby>じゃない。\n被検体である君が\n危険な目に遭う可能性があるんだ。」	“这不是普通的<ruby=りんしょうじっけん>临床实验</ruby>。\n作为实验对象的你，\n可能会遭遇生命危险。”
「………そう、なんだ。」	“……这样啊。”
「この<ruby=りんしょうじっけん>臨床実験</ruby>は危険だ。\nここから逃げよう。ノエル。」	“这场<ruby=りんしょうじっけん>临床实验</ruby>很危险。\n我们逃离这里吧，诺艾尔。”
「大丈夫。この研究所のセキュリティは全て把握している\n君一人を逃がすことぐらいは僕にだって出来る。\nだから……、」	“没关系，我掌握着研究所的所有安保系统。\n只带你一个人逃走，我还是做得到的。\n所以……”
「ユートが言っていたんだ。」	“这是悠斗告诉我的。”
「ノエル……何を？」	“诺艾尔……什么？”
「ユートが実験体として参加している\n『ブレイズチルドレン計画』は<ruby=けんま>剣魔</ruby>と戦う為の\n戦士を作る実験なんだって。」	“悠斗作为实验体参与的\n‘烈焰之子计划’，是为了制造\n与<ruby=けんま>剑魔</ruby>战斗的战士。”
「でも、剣魔はとても強くて\nブレイズチルドレンの同胞達は剣魔との戦いの度に\n何人も死んじゃうんだって。」	“可是剑魔非常强大，\n烈焰之子的同胞们每次与剑魔战斗，\n都会死去好几个人。”
「私ね。ユートに死んでほしくないんだ。\nユートには剣魔と戦わなくていい世界で\n平和に生きていて欲しい。」	“我啊，不想让悠斗死。\n我希望悠斗能在一个不必与剑魔战斗的世界里，\n平静地活下去。”
「それは……そうだけど。\nノエルまさか……。」	“那确实……可是，\n诺艾尔，难道你……”
