# Chapter 1 continuation: Tendo's summons and Yuri's reputation
（あの時、公園でノヴァに助けられた時、\n俺を知ってるかのような口振りをしていた。）	（那时在公园被诺瓦救下时，\n她说话的口吻就像认识我一样。）
（記憶を失っている俺は気にも止めなかったが\nノヴァはあの時からずっとマスターである俺の\n側に居て見守り続けてくれていたのか。）	（失去记忆的我当时没有在意，\n可诺瓦从那时起，就一直陪在身为主人的我身边，\n默默守望着我吗？）
「ノヴァ、俺は……。」	“诺瓦，我……”
「いやあ。\nマスターとオートマタの感動的再会。\nとても感動的ですねえ。」	“哎呀。\n主人与自动人偶的感人重逢。\n真是太感人了。”
（<ruby=とうとつ>唐突</ruby>な<ruby=らいほう>来訪</ruby>。どこからともなく\nヘラヘラとした笑いを浮かべつつ\n拍手をしながら天道が現れた。）	（<ruby=とうとつ>突如其来</ruby>的<ruby=らいほう>来访</ruby>。\n天道不知从哪里冒出来，\n一边露出嬉皮笑脸，一边拍着手现身。）
「天道、いつの間に？」	“天道，你什么时候来的？”
「お邪魔していますよ。」	“我已经打扰一会儿了。”
「とー。」	“嘿——”
「いたぁいっ！」	“好痛！”
「ちょ…っ！ノヴァさん…っ！\nどうしていきなり蹴るんですかぁ…っ！」	“等……诺瓦小姐……！\n为什么突然踢我啊……！”
「<ruby=ふほうしんにゅう>不法侵入</ruby>は犯罪。\nよって今ここで死ね。」	“<ruby=ふほうしんにゅう>非法入侵</ruby>是犯罪。\n所以现在就去死吧。”
「ちょっと有罪判決も無しに\n勝手に<ruby=けいばつ>刑罰</ruby>を<ruby=しっこう>執行</ruby>しないでくださいよ。」	“请不要连有罪判决都没有，\n就擅自<ruby=けいばつ>施加</ruby><ruby=しっこう>刑罚</ruby>啊。”
「つーか、鍵掛けてあったのに\nどうやって入って来たんだ？」	“话说，门明明锁着，\n你到底怎么进来的？”
