# Chapter 1 continuation: Nova's stream and a day off
「というわけで、\nレトロゲーム挑戦シリーズPart4\n『すーぱーまるおブラザーズ』でしたー。」	“以上就是\n复古游戏挑战系列Part 4\n《超级丸尾兄弟》——。”
「ノヴァちゃんのてへペロなゲームプレイは\nお楽しみ頂けましたかなー？」	“诺瓦酱卖萌吐舌的游戏实况\n大家还喜欢吗？”
「お！ギフトチャットあざまーッス！」	“哦！感谢礼物留言！”
「ささ、ギフチャ送るならここですぞ！\nどんどんウェルカム！」	“来来，要送礼物留言就趁现在！\n欢迎大家踊跃发送！”
「おおおおー！コメ欄が真っ赤になっておる！\n今日も大盛況で回っておりますよー！」	“哦哦哦哦——！评论区变得一片火红！\n今天也是大获成功的一次直播！”
「ギフトチャットありがとございまーッス！」	“感谢礼物留言——！”
「当チャンネルは皆さんのギフトチャットに\n支えられております。感謝感謝。へへへ。」	“本频道全靠大家的礼物留言支持。\n感谢感谢，嘿嘿嘿。”
「さてさて、皆さん。\nまた次の配信で会いましょー。」	“好了好了，各位。\n下次直播再见——。”
「ばいばーいッス。」	“拜拜。”
「ふー。今日のお仕事終わりっと。」	“呼，今天的工作结束。”
「うわ。今の配信の<ruby=どうせつ>同接</ruby>3000人とか\n<ruby=こじんはいしんしゃ>個人配信者</ruby>と思えない視聴者数だな。」	“哇，刚才直播同时在线<ruby=どうせつ>观众</ruby>有三千人，\n完全不像<ruby=こじんはいしんしゃ>个人主播</ruby>的观众数。”
「ふっふっふ。『ノヴァちゃんねる』が\n大人気ちゃんねるだという事が\nおわかり頂けましたかな？」	“呵呵呵，现在明白\n‘诺瓦频道’是超人气频道\n了吧？”
「ただ、ゲームしてる様子を\n垂れ流してるだけなのに\n何でこんな見に来る奴らが居るんだよ。」	“明明只是把玩游戏的样子\n直播出去，\n为什么还有这么多人来看啊。”
「ゲーム攻略に<ruby=ふんとう>奮闘</ruby>する<ruby=とうしんだい>等身大</ruby>の現役JK。\nノヴァちゃんの日常に皆さん<ruby=きょうみしんしん>興味津々</ruby>なのですよ。」	“因为诺瓦酱是为攻略游戏<ruby=ふんとう>奋斗</ruby>的<ruby=とうしんだい>真实</ruby>现役女高中生。\n大家对诺瓦酱的日常都<ruby=きょうみしんしん>兴趣盎然</ruby>。”
「……ゲーム観に来てるわけじゃねーのかよ。」	“……所以他们不是来看游戏的啊。”
「ゲーム目的で観に来たリスナーさんも\nノヴァちゃんの魅力の<ruby=とりこ>虜</ruby>になり以降は\nノヴァちゃん目当てで観に来るのですよ。」	“就算听众最初是为了游戏而来，\n也会成为诺瓦酱魅力的<ruby=とりこ>俘虏</ruby>，\n之后就会专程来看诺瓦酱。”
「ノヴァちゃんホイホイかな。」	“这是诺瓦酱捕蝇器吗？”
「さて、一仕事したし、\nオナペコですなー。」	“好了，工作也做完了，\n肚子饿扁啦。”
「お腹ペコぺコな。変な略し方をするな。\nなんか<ruby=ひわい>卑猥</ruby>だろ。」	“是‘肚子饿扁’，别乱缩写。\n听起来很<ruby=ひわい>下流</ruby>。”
「一番いいミースパを頼む。」	“来一份最好的肉酱意面。”
「へいへい。\nミートスパゲティな。\nすぐ作るから待ってろ。」	“好好。\n肉酱意面是吧。\n马上做好，等着。”
「ほーい。」	“好——。”
「つーか、フェイリクスが設置した\n<ruby=せんのうそうちはかいさくせん>洗脳装置破壊作戦</ruby>が控えてるってのに\nこんなのんびりしてていいのか？」	“话说，费利克斯设置的\n<ruby=せんのうそうちはかいさくせん>洗脑装置破坏作战</ruby>就要开始了，\n我们这么悠闲真的好吗？”
「別にいんじゃないスかー？\n真田警部が休んでろって言ってたしー。」	“有什么关系？\n真田警部让我们休息嘛。”
「……あれは待機命令だった気がするが。」	“……我记得那是待命命令。”
「川島さんって意外と真面目なトコあるッスよね。\nいや、潜在的に<ruby=しゃちくせいしん>社畜精神</ruby>が\n<ruby=そな>備</ruby>わってるというべきッスか。」	“川岛先生意外地有认真的一面。\n不，应该说他潜意识里<ruby=しゃちくせいしん>社畜精神</ruby>\n已经<ruby=そな>具备</ruby>了吧。”
「まぁな。俺は家でも学校でもユリ姉の\n教育的指導のおかげでいつでも社会に\n適用できる人材に育て上げられてるからな。」	“算是吧。无论在家还是学校，\n多亏百合姐的教育指导，\n我已经被培养成随时能适应社会的人才。”
