# Chapter 1 continuation: the card hunter incident
「いやはや、ミートスパは\nいつ何時食べても美味しいもので\nござるからなー。」	“哎呀，肉酱意大利面\n不论什么时候吃都好吃，\n这是理所当然的嘛——”
「それにこれから潜入調査があるのですから\n英気を<ruby=やしな>養</ruby>っておかなければ。\n腹が減ってはなんとやら。」	“而且接下来还要潜入调查，\n必须先<ruby=やしな>养精蓄锐</ruby>。\n俗话说，肚子饿了可没法干活。”
「潜入調査前だってのにメイドカフェで\nこんなにまったりしてていいもんかねぇ。」	“明明马上要潜入调查了，\n却在女仆咖啡厅悠闲成这样，真的好吗？”
「た、大変よ！\nお店の前でカードハンターによる\n<ruby=デュエリスト>決闘者</ruby>狩りが行われているわ！」	“糟、糟糕了！\n店门口正在进行卡牌猎人的\n<ruby=デュエリスト>决斗者</ruby>狩猎！”
メイド店員B	女仆店员B
「な、なんですって！？\nここ最近、多発しているカードハンターの\n<ruby=あくぎょう>悪行</ruby>が<ruby=はくちゅうどうどう>白昼堂々</ruby>と行われたというの！？」	“什、什么！？\n最近频频发生的卡牌猎人<ruby=あくぎょう>恶行</ruby>，\n居然在<ruby=はくちゅうどうどう>光天化日</ruby>下公然进行！？”
「ええ！それも私達のお店の前でね！」	“没错！还是在我们店门口！”
「な、なんだぁ…！？\nカードハンター…！？」	“什、什么……！？\n卡牌猎人……！？”
男性客A	男性客A
「カ、カードハンター…！？\nそんな悪党がこんなところに\n出没したっていうのか…！？」	“卡、卡牌猎人……！？\n那种恶党居然出现在\n这种地方吗……！？”
男性客B	男性客B
「じょ、冗談じゃない…！\nこんなところに居られるか…っ！\n俺は帰らせてもらう…っ！」	“开、开什么玩笑……！\n我才不要待在这种地方……！\n我要回去……！”
「お待ちください！お客様！\n今、外に出るのは危険です…！」	“请等一下！客人！\n现在出去很危险……！”
「ええい！離せ！\nカードハンターが近くに居るんだぞ！？\nここを襲撃するとも限らないじゃないか！」	“够了！放开我！\n卡牌猎人就在附近啊！？\n谁知道他们会不会袭击这里！”
（混乱したメイドカフェ内に突如として響き渡る銃声。）	（混乱的女仆咖啡厅内，突然响起枪声。）
（え…？銃声？\n気付くと、俺は右腕リボルバーを天井に向け\n発射していた。）	（咦……？枪声？\n回过神来，我已经把右臂左轮\n朝天花板开了一枪。）
「え！？何で勝手に射撃してんのコレ！？」	“咦！？这东西为什么擅自开枪啊！？”
「――――――皆さん<ruby=せいしゅく>静粛</ruby>に。」	“——————请各位<ruby=せいしゅく>肃静</ruby>。”
「あ、あなたは……シスターノヴァ！？」	“你、你是……诺瓦修女！？”
「シスターノヴァが……何故ここに！？」	“诺瓦修女……为什么会在这里！？”
「平和な日常を破壊する悪の存在。\n皆さんが取り乱す気持ちもわかります。」	“破坏和平日常的邪恶存在。\n我理解各位惊慌失措的心情。”
「ですが、ここは神聖な<ruby=いこ>憩</ruby>いの場。\nどうか、どうか気を静めてください。\n静粛に、冷静に、平穏であるように願います。」	“但是，这里是神圣的<ruby=いこ>休憩</ruby>之地。\n请各位，务必冷静下来。\n愿这里保持肃静、冷静与和平。”
