# Chapter 1 continuation: the duel's aftermath and laboratory entrance
「ば、馬鹿な！\n<ruby=トラップ>罠</ruby>カードに<ruby=トラップ>罠</ruby>カードで返して来ただとッ！」	“怎、怎么可能！\n居然用<ruby=トラップ>陷阱</ruby>卡反制<ruby=トラップ>陷阱</ruby>卡！”
「更に！『ヒーロー・リベンジ』の更なる効果発動！」	“还没完！发动『英雄复仇』的追加效果！”
「このカードが相手カードの破壊効果を無効にした時、\n自分フィールドのモンスター１体を選択し、\n敵フィールドのモンスターの数分だけ攻撃出来る！」	“当这张卡无效对方卡片的破坏效果时，\n选择自己场上的一只怪兽，\n可以按照敌方场上怪兽的数量进行攻击！”
「なッ！連続攻撃の追加効果だと！？\nお、俺のフィールドのモンスターは３体！\nつまり……ッ！」	“什么！追加连续攻击的效果！？\n我、我场上有三只怪兽！\n也就是说……！”
「３回攻撃が可能って事ッス！」	“也就是可以攻击三次！”
「バトルだッ！」	“战斗！”
「行けッ！『<ruby=バーストウイングマン>烈風の火炎男</ruby>』ッ！\n『メタル・キャノン』３体に連続攻撃ッ！」	“上吧！『<ruby=バーストウイングマン>烈风炎男</ruby>』！\n对三体『金属加农炮』发动连续攻击！”
「『サイクロンフレア』ッ！\n１８００のダメージを受けろッ！」	“『旋风烈焰』！\n吃下1800点伤害吧！”
「く…っ！俺の『メタル・キャノン』が全滅だと…ッ！？」	“可恶……！我的『金属加农炮』全灭了……！？”
「だが、俺のライフはまだ残っている…ッ！\n次のターンさえ来れば俺の勝ちだ…ッ！」	“但是我的生命值还没归零……！\n只要轮到下个回合，我就赢了……！”
「次のターンなど無い。」	“没有下个回合了。”
「『<ruby=バーストウイングマン>烈風の火炎男</ruby>』の効果発動ッ！\n破壊したモンスターの攻撃力分のダメージを\nプレイヤーに与えるッ！」	“发动『<ruby=バーストウイングマン>烈风炎男</ruby>』的效果！\n给玩家造成\n等同于被破坏怪兽攻击力的伤害！”
「『メタル・キャノン』３体分の\n７２００のダメージを食らえッ！」	“吃下三体『金属加农炮』\n合计7200点的伤害吧！”
「ば、馬鹿なぁああああああーーーーーーーーッ！！」	“不、不可能啊啊啊啊啊————！”
「こ、この俺が……二度も負けた……だと！？」	“我、我居然……输了两次……！？”
「さあ、約束通り、\n花咲さんのデッキを返してもらうッス。」	“好了，按照约定，\n把花咲同学的卡组还回来。”
「ち……っ！\nお望みの品だ……っ！」	“啧……！\n你要的东西……！”
（カードハンターは\nデッキをノヴァに向かって放り投げる。）	（卡牌猎人\n将卡组朝诺瓦扔了过去。）
「確かに。受け取った。」	“确实是这副，收到了。”
「<ruby=デビルズラブリーデュエリスト>小悪魔系愛決闘者</ruby>・<ruby=きこういん>機巧院</ruby>ノヴァ…！\nお前の名前覚えたぞ…！\n次こそは必ず勝つ……っ！」	“<ruby=デビルズラブリーデュエリスト>小恶魔系爱之决斗者</ruby>、<ruby=きこういん>机巧院</ruby>诺瓦……！\n我记住你的名字了……！\n下次我一定会赢……！”
「いや、その意味不明な\n通り名は覚えなくていいだろ。」	“不用记那个莫名其妙的\n称号吧。”
「さらばだ…！」	“告辞了……！”
（カードハンターは捨て台詞を言い残し、\nその場を去って行った。）	（卡牌猎人撂下一句狠话，\n离开了现场。）
「いいのか。行かせて。」	“就这样放他走，没关系吗？”
「全てはデュエルで<ruby=しゆう>雌雄</ruby>を<ruby=けっ>決</ruby>する。\nデュエルで負けたものは黙って去るのみ。\nそれ以上に何があるというんスか？」	“一切都靠决斗<ruby=しゆう>分出高下</ruby><ruby=けっ>决胜负</ruby>。\n决斗输了的人只能乖乖离开。\n除此之外还能怎样？”
「いや、あいつ強盗犯だろ。\nお前、警察なんだから捕まえなくていいのかよ。」	“不对吧，他可是强盗犯。\n你既然是警察，不抓他真的没问题吗？”
「自分の所属は諜報部ッス。\n強盗や窃盗なら刑事課にでも\n任せておけばいいッス。」	“我隶属情报部。\n强盗和盗窃什么的，\n交给刑事课处理就好。”
「……厄介事を避けたいのか\n急に言い訳がましく諜報部を推してきたな。」	“……你是想躲开麻烦吧，\n突然开始拿情报部当借口了。”
「す、すごいよ機巧院さん……っ！\n本当にカードハンターに勝ってしまうなんて…っ！」	“机、机巧院同学，你太厉害了……！\n居然真的打赢了卡牌猎人……！”
「花咲さん。デッキは取り返しましたぞ。\nどうぞッス。」	“花咲同学，卡组已经夺回来了。\n给你。”
「あ、ありがとう機巧院さん…！\nこれは紛れもなく僕のデッキだ…！\nまさか返ってくるなんて本当に夢のようだ…っ！」	“谢、谢谢你，机巧院同学……！\n这确实是我的卡组……！\n没想到还能回来，简直像做梦一样……！”
（メガネでヒーローオタクの花咲は涙を流しながら\nデッキを抱きしめる。）	（戴眼镜的英雄宅花咲流着眼泪，\n紧紧抱住了卡组。）
「……お、おい。何も泣く事はねぇだろう。\nそんなにカードが大事だったのか？」	“……喂、喂，也不至于哭吧。\n卡片有那么重要吗？”
「ちっちっち。わかってないッスねー。\n川島さん。」	“啧啧啧，\n川岛先生你还是不懂啊。”
「<ruby=デュエリスト>決闘者</ruby>にとってデッキは命よりも重いものなんス。\n死んだ者が生き返ったのだから、\n涙の一つも流しましょう。」	“对<ruby=デュエリスト>决斗者</ruby>而言，卡组比生命更重要。\n死去的东西重新活过来了，\n流几滴眼泪也很正常嘛。”
「……カードの<ruby=たば>束</ruby>一つで重すぎる。\n<ruby=デュエリスト>決闘者</ruby>ってのはどうかしているぜ。」	“……一<ruby=たば>叠</ruby>卡片而已，未免太沉重了。\n<ruby=デュエリスト>决斗者</ruby>真是不可理喻。”
「だがよー。メガネくん。\nそんな大事なデッキを\nどうして賭けたりなんかしたんだ？」	“不过，眼镜小哥。\n既然卡组这么重要，\n你为什么还拿它来下注？”
「……３年生の<ruby=だいどうじせんぱい>大道寺先輩</ruby>に命令されたんだ。\nカードハンターを捕まえて来いって。」	“……是三年级的<ruby=だいどうじせんぱい>大道寺学长</ruby>命令我的。\n他说让我去抓卡牌猎人。”
「それで断れなくて、嫌々カードハンターに\nデュエルを挑んだんだけど、結果はこのザマさ。」	“我没法拒绝，只好不情愿地向卡牌猎人\n发起决斗，结果就变成这样了。”
「は？なんだそりゃ？\nそんな理不尽な\n命令シカトすりゃいいじゃねぇか。」	“哈？什么鬼？\n那种不讲理的命令，\n无视掉不就好了。”
「それが出来れば苦労しないよ…！\n君は<ruby=だいどうじせんぱい>大道寺先輩</ruby>の恐ろしさを知らないんだ…っ！」	“能做到的话我就不用这么辛苦了……！\n你不知道<ruby=だいどうじせんぱい>大道寺学长</ruby>有多可怕……！”
「彼は聖皇学園を裏で支配する番長。\n彼に逆らって無事だったものは一人も居ない。」	“他是暗中支配圣皇学园的老大。\n从来没有人违抗他后还能平安无事。”
「運悪く彼に目を付けられてしまった僕は\n彼の命令に従うしかなかったんだ。」	“倒霉被他盯上的我，\n只能服从他的命令。”
「だからってそんな奴の言いなりになってたら\n一生、負け犬みたいな人生を送る事になるんだぞ。」	“可要是一直任那种人摆布，\n你一辈子都会过着败犬般的人生。”
「君にはわからないよ。\n僕の気持ちなんて。」	“你不会明白的。\n你怎么会明白我的感受。”
「なんだと…！\nどういう意味だ…！」	“你说什么……！\n什么意思……！”
「だって君はオートマタじゃないか。\nオートマタに<ruby=ししゅんきだんし>思春期男子</ruby>の気持ちが\nわかるわけがないだろう。」	“因为你是自动人偶啊。\n自动人偶怎么可能理解\n<ruby=ししゅんきだんし>青春期男生</ruby>的心情。”
「た……確かに。\n……今の俺はオートマタだった。」	“确……确实。\n……现在的我确实是自动人偶。”
「何故そこで<ruby=ろんぱ>論破</ruby>されてしまうんスかね。」	“为什么你会在这里被<ruby=ろんぱ>说服</ruby>啊？”
「とにかく……僕のデッキを取り戻してくれて\nありがとう。機巧院さん。」	“总之……谢谢你帮我夺回卡组，\n机巧院同学。”
「それじゃ、僕はもう行くよ。」	“那我先走了。”
「おい。メガネくん。\nまた悪い先輩の言いなりになるのか？」	“喂，眼镜小哥。\n你又要任那个坏学长摆布吗？”
「……仕方ないじゃないか。\n僕にはどうしようも出来ないのだから。」	“……我也没办法。\n我什么都做不了。”
「僕も……僕が好きなヒーローみたいに\n悪に立ち向かう勇気があればよかったのに。」	“我也……要是能像我喜欢的英雄一样，\n拥有挺身对抗邪恶的勇气就好了。”
（そう言い残し、\nメガネのヒーローオタク花咲は\n立ち去って行った。）	（留下这句话后，\n戴眼镜的英雄宅花咲\n转身离去。）
「どうやら花咲さんは\n３年の<ruby=だいどうじせんぱい>大道寺先輩</ruby>とやらに\nこき使われているようッスね。」	“看来花咲同学\n一直被那个三年级的<ruby=だいどうじせんぱい>大道寺学长</ruby>\n使唤啊。”
「チッ。弱者を力で従わせるなんざ気に入らねぇ。\nこの俺がぶっ飛ばしてやるぜ。」	“啧，用力量逼弱者服从，我看不顺眼。\n就由我去把他揍飞。”
「いえ。我々にはやるべき事があるッス。\n今はそんな事をしている時間的余裕は無い。」	“不行，我们还有该做的事。\n现在没时间管这种事。”
「それに、花咲さんには自らの力で\n解決出来るようになって欲しいッス。\nいつも他人が助けてくれるわけじゃないッスから。」	“而且，我希望花咲同学\n能靠自己的力量解决问题。\n不是每次都会有人来帮他的。”
