# Chapter 1 continuation: ALBATROSS pursuit
（ノヴァの換装パーツからワイヤーが射出され\n俺のボディに接続され、\n飛行するノヴァに吊るされた状態になる。）	（诺瓦的换装部件射出钢索，\n连接到我的机体，\n我就这样被吊在飞行中的诺瓦下面。）
「ドッキングつーか、雑に吊るされてるだけで\nただの空中輸送物みてーになってるじゃねぇか！」	“这哪是对接，根本就是被随便吊着，\n完全成了空中运输货物啊！”
「自分がこのままキャリーしてあげるッスから\n文句言わないッ！」	“我会就这样把你带走，\n别抱怨啦！”
「さあ！ここから離脱するッスよ！」	“好！我们从这里撤离！”
（ノヴァがスラスターの出力を全開にすると\nオートマタが押し寄せて来ていた研究所の屋上を\n一気に離脱した。）	（诺瓦将推进器功率开到最大，\n一口气\n脱离了自动人偶蜂拥而至的研究所屋顶。）
「うおおおおーーーー！！\nすっげーーー！！」	“呜哦哦哦哦————！\n太厉害了————！”
「はっはっはー！！\nあばよーー！！」	“哈哈哈——！\n再见啦——！”
（地上からこちらを見上げるオートマタ達に\n俺は上空から手を振る。）	（我从空中\n向地面仰望我们的自动人偶们挥手。）
「やれやれ。安全圏に到達した瞬間、\n大はしゃぎッスねー。」	“真是的，一到安全区域\n就兴奋成这样。”
（月明かりを背に風を切り夜空を疾走する。\nこれが空を飛ぶという感覚か。）	（背对月光划破夜风，在夜空中疾驰。\n这就是飞翔的感觉吗？）
（まさに自由の翼。\n俺は初めての夜間飛行に最高にハイっ！って感じになった。）	（这正是自由的翅膀。\n第一次夜间飞行，让我兴奋到了极点！）
「ふー。一時はどうなる事かと思ったけど\nなんとか逃げ切れたぜー。」	“呼——刚才真以为要完蛋了，\n总算逃出来了。”
「まさかノヴァが空も飛べるなんてなぁ。\n何でもアリかよ。」	“没想到诺瓦连天都能飞。\n你还有什么不会的？”
「ドクター開発の<ruby=かんそうしきこうきどうがたひこう>換装式高機動型飛行</ruby>ユニットッス。\n<ruby=ノヴァ>NOVA</ruby>シリーズは外部ユニットを換装する事で\n様々な状況に合わせて任務遂行が出来るッス。」	“这是博士开发的<ruby=かんそうしきこうきどうがたひこう>换装式高机动飞行</ruby>单元。\n<ruby=ノヴァ>NOVA</ruby>系列可以更换外部单元，\n适应各种状况执行任务。”
「影山のやつこんなものまで作ってたのかよ…。」	“影山那家伙连这种东西都做出来了……”
「この飛行形態は川島さんに一度見せてるはずッスよ。」	“这个飞行形态，我应该已经给川岛先生看过一次了。”
「そういや、最初のデートの時に\nまさかの空から降ってきたが、\nこいつで飛んできたのか。」	“说起来，第一次约会时你从天上掉下来，\n原来就是靠这个\n飞过来的啊。”
（この飛行パーツってそんなタクシー代わりに\n気軽に使えるんだ……。）	（这个飞行部件居然能这么随便地\n当出租车用……）
（まぁ、そのおかげで\n<ruby=せいたいこうがくけんきゅうじょ>生体工学研究所</ruby>から脱出出来たわけだが。\nこの時ばかりは影山の隠し球には感謝を禁じ得ない。）	（不过也多亏了它，\n我们才能从<ruby=せいたいこうがくけんきゅうじょ>生体工学研究所</ruby>逃出来。\n这一次，我不得不感谢影山的秘密武器。）
「……サツキは無事脱出出来ただろうか。」	“……皋月应该也平安逃出来了吧。”
「<ruby=ひとあしさき>一足先</ruby>にアイゼンさんが\n<ruby=さみだれ>五月雨</ruby>さんを抱えて危険区域を離脱してたから\n大丈夫じゃないッスか。」	“艾森先生已经<ruby=ひとあしさき>先一步</ruby>抱着<ruby=さみだれ>五月雨</ruby>小姐\n离开危险区域了，\n应该没事。”
「確かにあの身のこなしがあれば\n研究所の追っ手ぐらいは巻けそうだな。」	“以他那种身手，\n甩掉研究所的追兵应该不难。”
「アイゼンのやつ、\nサツキの事を知ってるみたいだったが\n一体どういう関係なんだ…？」	“艾森那家伙好像认识皋月，\n他们到底\n是什么关系……？”
「五月雨さんはアイゼンさんの事、\n知らないっぽい感じだったから\n本当にただのストーカーなんじゃないッスか？」	“五月雨小姐似乎完全不认识艾森先生，\n所以他真的只是个\n跟踪狂吧？”
「だとするとストーカーに\nサツキを預けてる方が危なくないか？」	“那把皋月交给跟踪狂，\n不是更危险吗？”
「まぁ、大丈夫じゃないッスか？\n五月雨さんは<ruby=さみだれけとうしゅ>五月雨家当主</ruby>カグヤさんの娘。\n<ruby=さみだれりゅう>五月雨流</ruby>の戦闘力は折り紙付き。」	“应该没事吧？\n五月雨小姐是<ruby=さみだれけとうしゅ>五月雨家主</ruby>辉夜的女儿。\n<ruby=さみだれりゅう>五月雨流</ruby>的战斗力可是有口皆碑。”
「剣魔かソードブレイカー使いでも無いと\n相手にすらならないでしょうし。」	“除非是剑魔或破剑者使用者，\n否则根本不是她的对手。”
「え……。何それ。\n五月雨流ってそんなにヤバイ人達なの……。」	“呃……什么？\n五月雨流是这么危险的一群人吗……”
「そうでなければ、\n<ruby=いかるがけいさつ>斑鳩警察</ruby>が五月雨家に\nペコペコなんてしないッスよ。」	“否则<ruby=いかるがけいさつ>斑鸠警察</ruby>也不会\n对五月雨家\n点头哈腰。”
「そういえば、サツキってちょいちょい\nサイコパスなところあったけど\nあれって<ruby=ちすじ>血筋</ruby>だったのかな……。」	“说起来，皋月偶尔确实有点\n反社会人格，\n那是<ruby=ちすじ>血统</ruby>遗传吗……”
「そういう事なんで\n五月雨さんチームの方は心配ないでしょう。」	“所以，五月雨小姐那一队\n应该不用担心。”
「何で勝手にアイゼンとチーム組まされてんだよ。」	“为什么擅自把艾森也算进一队了？”
「………少し気になる事があるんスけど。」	“……我有件事有点在意。”
「アイゼンがサツキのストーカーになった<ruby=けいい>経緯</ruby>？」	“你是说艾森变成皋月跟踪狂的<ruby=けいい>经过</ruby>？”
「いや、そんな事ミリも気にしてないッスけど。」	“不，我一点都没在意那件事。”
「そうじゃなくて、我々がこうして生体工学研究所から\n逃げ出したのは警報装置が作動して警備用オートマタが\n押し寄せたからじゃないッスか。」	“不是那个。我们之所以从生体工学研究所逃出来，\n是因为警报装置启动，警备自动人偶\n蜂拥而来，对吧？”
「そうだな。」	“没错。”
「そもそもどうして、\n研究所の警報装置が作動したんでしょう？」	“说到底，\n研究所的警报装置为什么会启动？”
「<ruby=あらかじ>予</ruby>め用意したカードキーでセキュリティ対策は万全。\n侵入者だとバレる要素は無かったはずなんスけど。」	“用<ruby=あらかじ>事先</ruby>准备好的门卡，安保措施万无一失。\n应该没有暴露入侵者身份的因素。”
「あん？そりゃ研究所内でドンパチやってれば\n侵入者を感知して警報ぐらいなるだろ。」	“啊？在研究所里大打出手，\n当然会被检测到并拉响警报吧。”
「それなら、\n<ruby=きこうしょうぶ>機巧勝負</ruby>の最中に警報が作動してもいいはず。\n何故、戦闘が終了したタイミングだったのか。」	“那警报应该在<ruby=きこうしょうぶ>机巧对决</ruby>进行时就启动。\n为什么偏偏是在\n战斗结束的时刻？”
「そういや、\nサツキに触れた瞬間に警報が鳴った気がするな。」	“说起来，好像是在我碰到皋月的瞬间\n警报响了。”
「あの時、警報は\n『<ruby=とくエーきゅうじっけんたい>特A級実験体</ruby>への接触を検知！』と言っていた。」	“当时警报说的是：\n‘检测到接触<ruby=とくエーきゅうじっけんたい>特A级实验体</ruby>！’”
「まさか<ruby=とくエーきゅうじっけんたい>特A級実験体</ruby>というのは…………、」	“难道所谓的<ruby=とくエーきゅうじっけんたい>特A级实验体</ruby>就是…………”
「警告。高速で接近する<ruby=みかくにんひこうぶったい>未確認飛行物体</ruby>を確認。\n<ruby=なんなんせい>南南西</ruby>、距離200。」	“警告。确认高速接近的<ruby=みかくにんひこうぶったい>不明飞行物体</ruby>。\n<ruby=なんなんせい>南南西</ruby>方向，距离200。”
「なんだ……！？」	“什么……！？”
（俺がアラートが指し示す方角をみやると\n後方からこちらに向かって飛んでくる<ruby=きえい>機影</ruby>があった。）	（我望向警报指示的方向，\n看见一道<ruby=きえい>机影</ruby>从后方朝我们飞来。）
「目標確認。突撃します。」	“确认目标，开始突击。”
（謎の飛行型オートマタは更に加速し、突進して来る…！）	（神秘的飞行型自动人偶进一步加速，猛冲而来……！）
「まずいっ！突っ込んで来るぞ！\n避けろっ！」	“不好！它冲过来了！\n快躲开！”
「無茶を言うッスね！」	“你说得倒轻松！”
