# Chapter 1 continuation: Noel's withdrawal and the aftermath
「<ruby=あらかじ>予</ruby>めコンテナに爆薬を仕掛けておいて\n我々がコンテナに隠れるように\n誘導したという事ですな。」	“也就是说，她<ruby=あらかじ>事先</ruby>在集装箱里埋了炸药，\n诱导我们\n躲进集装箱。”
「ミ、ミナトお嬢様…！\nなんという<ruby=さくし>策士</ruby>…！」	“凑、凑大小姐……！\n没想到竟是如此厉害的<ruby=さくし>谋士</ruby>……”
「戦う前から<ruby=こざいく>小細工</ruby>しやがって！\n汚ぇぞ！」	“开战前就搞这种<ruby=こざいく>小把戏</ruby>！\n太卑鄙了！”
「戦いに綺麗も汚いもあるか！\n勝てばよかろうなのだ！」	“战斗哪有什么卑鄙不卑鄙！\n只要能赢就行！”
「もはや隠れる場所はどこにも無い！\n今度こそ蜂の巣にしてくれる！」	“现在已经无处可躲！\n这次我一定把你打成蜂窝！”
「ソルジャー！\n奴にトドメを刺しなさい！」	“士兵！\n给那家伙最后一击！”
「ああっ！これは逃げられません！」	“啊！这下躲不开了！”
「<ruby=ぜったいぜつめい>絶体絶命</ruby>ね！」	“真是<ruby=ぜったいぜつめい>穷途末路</ruby>了！”
「行けぇッ！川島さん！突撃だァッ！！\nそのまま突っ込めぇッ！」	“上啊！川岛先生！冲锋！！\n就这样直接冲过去！”
「チッ！どうなっても知らねえぞッ！」	“啧！出了什么事可别怪我！”
（俺はノヴァの無茶ぶりに腹を<ruby=くく>括</ruby>り\n飛んでくる弾丸の雨に突っ込みながら\nソルジャーの距離を詰める。）	（我<ruby=くく>下定决心</ruby>接受诺瓦的乱来，\n迎着倾泻而来的弹雨，\n不断逼近士兵。）
「うおおおおーーーーッ！！！」	“呜哦哦哦哦————！！！”
「捨て身の<ruby=とっこう>特攻</ruby>だと…ッ！？\n馬鹿め…！死にたいらしいなッ！」	“居然要舍命<ruby=とっこう>突击</ruby>……！？\n蠢货……！你是想找死吗！”
（前方から乱射される弾がボディを<ruby=かす>掠</ruby>めていく。\nだが、俺は<ruby=おく>臆</ruby>せずソルジャー目掛けて一直線に驀進する！）	（前方扫射而来的子弹<ruby=かす>擦过</ruby>机身。\n但我毫不<ruby=おく>畏惧</ruby>，直线冲向士兵！）
「馬鹿な！？何故当たらないッ！」	“怎么可能！？为什么打不中！”
「おっと、忘れたんスか？\n先ほどのリボルバーの直撃を。」	“哎呀，您忘了吗？\n刚才左轮手枪的那次直击。”
「そうか…！あの時の弾丸が\nソルジャーの視覚センサーを<ruby=はそん>破損</ruby>させ\n射撃の命中精度を落としていたのか…！」	“原来如此……！刚才的子弹\n<ruby=はそん>损坏</ruby>了士兵的视觉传感器，\n所以降低了射击精度……！”
「なるほど。相手の視覚を奪うのが狙いとはね。\n<ruby=やみくも>闇雲</ruby>に反撃したというわけではないようね。」	“原来如此，你的目标是夺走对手的视觉。\n看来刚才并不是<ruby=やみくも>胡乱</ruby>反击。”
「おのれえええッ！！\nどこまでもこの私をコケにしやがってえええッ！！」	“可恶啊啊啊！！\n你竟敢一再戏弄我啊啊啊！！”
（<ruby=ゼロきょり>零距離</ruby>に到達した俺は\n更新の左ストレートをソルジャーの<ruby=きょうぶ>胸部</ruby>に叩き込む。）	（抵达<ruby=ゼロきょり>零距离</ruby>后，\n我将全新的左直拳狠狠轰向士兵的<ruby=きょうぶ>胸部</ruby>。）
「くらいやがれぇッ！！」	“接招吧！”
（そして、胸部に密着させた左腕から\nサブマシンガンを乱射する。）	（紧贴胸部的左臂\n随即疯狂扫射冲锋枪。）
「<ruby=きょうぶたいは>胸部大破</ruby>…エーテライトコア……損傷率100%……。\n機能……停止……。」	“<ruby=きょうぶたいは>胸部严重损毁</ruby>……以太光核心……损伤率100%……\n功能……停止……”
「機能停止。\n勝者――――――ノエル。」	“功能停止。\n胜者————诺艾尔。”
「すごいすごーい！\nユート達の勝利だわ！」	“好厉害好厉害！\n是悠斗他们赢了！”
「素晴らしいチームワークでした！」	“真是精彩的团队合作！”
「一見、無策とも思える動きだったけれど\nその一つ一つは精密に計算された行動だった。」	“乍看之下像是毫无策略的行动，\n但每一步其实都经过精密计算。”
「これが<ruby=からくりにんぎょう>機巧人形</ruby>の戦い方。\n<ruby=あなど>侮</ruby>ると足元をすくわれそうね。」	“这就是<ruby=からくりにんぎょう>机巧人偶</ruby>的战斗方式。\n若是<ruby=あなど>小看</ruby>它，恐怕会被反咬一口。”
「馬鹿な…っ。この私が負けた……？」	“怎么可能……我居然输了……”
「何やってんのよ！獅堂ミナト！\nだらしがないわよ！」	“你在干什么啊！狮堂凑！\n太丢人了！”
「黙れッ！<ruby=ま>負</ruby>け<ruby=いぬふぜい>犬風情</ruby>が吠えるな！」	“闭嘴！区区一条<ruby=ま>败</ruby>犬<ruby=いぬふぜい>也敢</ruby>乱叫！”
「な、何よっ！\nそ、そんな言い方しなくたっていいじゃない！」	“什、什么嘛！\n也、也不用说得这么难听吧！”
「わ、私はただあんたが落ち込んでそうだから\n励まそうと…！」	“我、我只是看你似乎很消沉，\n想鼓励你而已……”
「あんたに同情されるなんて<ruby=へど>反吐</ruby>が出るわ！」	“被你同情，真让我<ruby=へど>恶心</ruby>！”
「ひ、ひどい！うわああーー！\nユリ先生ー！獅堂ミナトが私をいじめるよぉー！」	“太、太过分了！呜哇啊啊——！\n百合老师！狮堂凑欺负我！”
「まったく…。何をやってるんだお前達は…。」	“真是的……你们到底在干什么……”
「我々の勝利ッス。」	“是我们赢了。”
「フェイリクスッ！\n俺達の勝ちだ！\nさあ！約束通りユリ姉達の洗脳を解け！」	“费利克斯！\n我们赢了！\n来，按约定解除百合姐她们的洗脑！”
「あれ？そんな約束してたっけ？」	“咦？我们什么时候约好了？”
「しっ。ここでミナトお嬢様達の洗脳が解ければ\n<ruby=ばんじかいけつ>万事解決</ruby>です。<ruby=ささい>些細</ruby>な事は黙っておきましょう。」	“嘘。只要现在解除凑大小姐她们的洗脑，\n就能<ruby=ばんじかいけつ>万事大吉</ruby>。这种<ruby=ささい>小事</ruby>就别多嘴了。”
「まったく。\n何から何まで行き当たりばったりね。」	“真是的。\n从头到尾都在临时起意。”
「確かに君達はミナトに勝った。」	“你们确实赢了凑。”
「けれど僕が率いる学園生徒会のメンバーは\nまだ居るんだよ。」	“但我率领的学院学生会成员\n还在这里呢。”
「なに…！？」	“什么……！？”
「さあ！次は私が相手だよ！\n行こうか！ガラハドくん！」	“来吧！接下来由我做你的对手！\n上吧，加拉哈德！”
「き、きたねえぞッ！\n<ruby=せいせいどうどう>正々堂々</ruby>の<ruby=きこうしょうぶ>機巧勝負</ruby>じゃなかったのか！？」	“卑、卑鄙！\n这不是<ruby=せいせいどうどう>堂堂正正</ruby>的<ruby=きこうしょうぶ>机巧对决</ruby>吗！？”
「もちろん正々堂々の<ruby=きこうしょうぶ>機巧勝負</ruby>さ。」	“当然是堂堂正正的<ruby=きこうしょうぶ>机巧对决</ruby>。”
「ただし、君の相手は我々<ruby=がくえんせいとかいぜんいん>学園生徒会全員</ruby>だ。」	“不过，你的对手是我们<ruby=がくえんせいとかいぜんいん>学院学生会全体</ruby>。”
「そんな…っ！\nせっかくユートが勝ったってのに！」	“怎么会……！\n悠斗好不容易才赢了啊！”
「川島さんは既に<ruby=まんしんそうい>満身創痍</ruby>…！\nこれでは万が一でも勝ち目はありません…っ！」	“川岛先生已经<ruby=まんしんそうい>遍体鳞伤</ruby>……！\n这样一来，哪怕只有万分之一的机会也赢不了……”
「どうやら戦う前から勝敗は決していたようね。」	“看来战斗开始前，胜负就已经决定了。”
「川島さん。ここは退くッス。」	“川岛先生，这里先撤退吧。”
「何！？敵を前に尻尾巻いて逃げるってのか！？」	“什么！？要在敌人面前夹着尾巴逃跑吗！？”
