# Chapter 1 continuation: Felix's origin
「まさに斑鳩警察官の<ruby=かがみ>鑑</ruby>とも言える正義の熱弁。\nこの天道。真田警部のお言葉に心を打たれ\n感動の涙を流してしまいました。」	“这番充满正义的热烈演说，堪称斑鸠警察的<ruby=かがみ>模范</ruby>。\n我天道被真田警部的话深深打动，\n不禁流下感动的泪水。”
（天道はわざとらしくハンカチを取り出し\n涙を<ruby=ぬぐ>拭</ruby>う素振りを見せる。）	（天道故意掏出手帕，\n装出<ruby=ぬぐ>擦拭</ruby>眼泪的样子。）
「くだらん<ruby=ざれごと>戯言</ruby>はやめろ。天道。\n貴様が正義の心に目覚めるなど<ruby=てんち>天地</ruby>が裂けても\nあり得ん事ぐらい<ruby=じゅうじゅうしょうち>重々承知</ruby>している。」	“少说无聊的<ruby=ざれごと>胡话</ruby>，天道。\n就算<ruby=てんち>天地</ruby>裂开，我也<ruby=じゅうじゅうしょうち>非常清楚</ruby>，\n你绝不可能觉醒正义之心。”
「こら天道ー。\n息を吐くように嘘吐くんじゃねー。」	“喂，天道——。\n别像呼吸一样随口撒谎。”
「酷いですねぇ。上司と部下からも\n信用されないだなんて。\nパワハラですよ。パワハラ。」	“真过分。上司和部下\n居然都不信任我。\n这是职权骚扰，职权骚扰。”
「これは教育的指導だ。\n<ruby=なんじゃく>軟弱</ruby>な奴ほど自分を正当化する為、\nパワハラだのなんだと抗議をする。」	“这是教育指导。\n越是<ruby=なんじゃく>软弱</ruby>的家伙，越会为了证明自己有理，\n拿什么职权骚扰出来抗议。”
「そんな奴らをまともに相手しているほど\n斑鳩警察は暇ではないのだ。」	“斑鸠警察没有闲到\n认真理会那种人。”
「うわ。とんでもないブラックな職場ですねぇ。\n今時そんな古臭い体育会系的思考は\nこの時代に合っていませんよ。」	“哇，真是个黑心得不得了的职场。\n如今这种老掉牙的体育社团式思维，\n早已不合时代。”
「これが斑鳩警察の伝統だ。」	“这就是斑鸠警察的传统。”
「ひえ。斑鳩警察が\nここまで時代を逆行しているとは。」	“咿，没想到斑鸠警察\n已经落后时代到这种地步。”
「まさに時代の最先端を行く\n<ruby=ていこくじゅうこう>帝国重工</ruby>とは<ruby=うんでい>雲泥</ruby>の差ですね。」	“与走在时代最前沿的\n<ruby=ていこくじゅうこう>帝国重工</ruby>相比，简直有<ruby=うんでい>天壤之别</ruby>。”
「これは、その帝国重工からの特別指令だ。」	“这正是帝国重工下达的特别指令。”
「<ruby=ていこくじゅうこうせいたいこうがくけんきゅうじょ>帝国重工生体工学研究所</ruby>から脱走した\n廃棄予定の試作型オートマタ、\nフェイリクスを確保せよとな。」	“要求我们抓捕从<ruby=ていこくじゅうこうせいたいこうがくけんきゅうじょ>帝国重工生物工程研究所</ruby>逃走的\n原定废弃的试作型自动人偶，\n费利克斯。”
「なに…！？フェイリクスは\n元々<ruby=せいたいこうがくけんきゅうじょ>生体工学研究所</ruby>の実験機だったのか！？」	“什么……！？费利克斯原本是\n<ruby=せいたいこうがくけんきゅうじょ>生物工程研究所</ruby>的实验机！？”
「ほう。<ruby=せいたいこうがくけんきゅうじょ>生体工学研究所</ruby>を知っているのか？」	“哦？你知道<ruby=せいたいこうがくけんきゅうじょ>生物工程研究所</ruby>？”
「まぁな。あそこにはちょっと<ruby=いんねん>因縁</ruby>があんだよ。」	“算是吧。我和那里有些<ruby=いんねん>纠葛</ruby>。”
「じゃあ何か？今、フェイリクスが\n好き放題やらかしてるのは\n<ruby=ていこくじゅうこう>帝国重工</ruby>の<ruby=ふしまつ>不始末</ruby>だってのか？」	“也就是说，费利克斯现在\n肆意妄为，\n是<ruby=ていこくじゅうこう>帝国重工</ruby>留下的<ruby=ふしまつ>烂摊子</ruby>？”
「ええ。本来であればフェイリクスは\n今頃廃棄されているはずでした。」	“没错。费利克斯原本\n早该被废弃了。”
「しかし、廃棄処理当日に生体工学研究所から脱走。\n突如、<ruby=せいおうがくえん>聖皇学園</ruby>の近隣公園に暴走オートマタとして\n現れたのです。」	“然而，他在执行废弃处理当天逃离生物工程研究所，\n随后突然以失控自动人偶的身份，出现在<ruby=せいおうがくえん>圣皇学园</ruby>附近的公园。\n事情就是这样。”
「あの時、ノヴァが倒したオートマタが\nフェイリクスだったのか。」	“原来当时被诺瓦打倒的自动人偶，\n就是费利克斯。”
「完全に破壊したと思ったんスけど\nまさか川島さんの身体を奪って<ruby=よみがえ>蘇</ruby>るとは\n想定外だったッスね。」	“我本以为已经将他彻底破坏，\n没想到他会夺走川岛先生的身体<ruby=よみがえ>复活</ruby>，\n确实出乎预料。”
「あーあ。ノヴァさんが\nちゃんとトドメを刺さないから\nこんな面倒な事になっちゃって。」	“哎呀呀，都是因为诺瓦小姐\n没有好好补上最后一击，\n才会变成这么麻烦的局面。”
「いったぁッ！\nちょ…っ！なんでいきなり蹴るんですか\nノヴァさぁんッ！」	“好痛！\n等……！为什么突然踢我，\n诺瓦小姐！”
「え、<ruby=しゅくせい>粛清</ruby>。\n天道が<ruby=ぼうげん>暴言</ruby>を吐いたから。」	“嗯，<ruby=しゅくせい>肃清</ruby>。\n因为天道说了<ruby=ぼうげん>无礼的话</ruby>。”
「暴力反対～！\nっていうか、普通に呼び捨てとか\n私への<ruby=けいい>敬意</ruby>の<ruby=かけら>欠片</ruby>も無いじゃないですかぁ～！」	“反对暴力～！\n话说，你直接叫我名字，\n根本没有对我的一丝<ruby=けいい>敬意</ruby><ruby=かけら>可言</ruby>嘛～！”
「いい加減にしろ！お前達！\n今は真面目な話をしているんだ！\nふざけている場合ではない！」	“你们两个闹够了！\n现在正在谈严肃的事情！\n不是胡闹的时候！”
「ほら～！ノヴァさんのせいで\nまた怒られたじゃないですか～！」	“看吧～！都是诺瓦小姐害的，\n我又被骂了～！”
「それで真田警部。\n自分をここへ呼んだのはつまり\nフェイリクスを捕まろって事ッスね？」	“所以，真田警部。\n把我叫来这里，\n就是为了抓住费利克斯吧？”
「いや、無視ぃぃぃー！」	“喂，不要无视我——！”
「やかましい奴だな。お前。」	“你这家伙真吵。”
「<ruby=たんとうちょくにゅう>単刀直入</ruby>に言えばそうだ。\nだが、フェイリクスが人質を取っている以上、\n慎重に事を運ばなければならない。」	“<ruby=たんとうちょくにゅう>直截了当</ruby>地说，正是如此。\n但费利克斯手中握有人质，\n我们必须谨慎行事。”
「下手に奴を刺激すれば\n人質に危害が及ぶ可能性があるからだ。」	“如果贸然刺激他，\n人质可能会受到伤害。”
「おやおや。真田警部ともあろうお方が\n随分と<ruby=よわごし>弱腰</ruby>な姿勢ですねえ。」	“哎呀呀，堂堂真田警部，\n态度却相当<ruby=よわごし>软弱</ruby>呢。”
「そんな事では<ruby=ていこくじゅうこう>帝国重工</ruby>のお<ruby=えらがた>偉方</ruby>に\n言いたい放題言われてしまいますよ？あちらは\n一刻も早く不始末を処理したいでしょうから。」	“这样会被<ruby=ていこくじゅうこう>帝国重工</ruby>的<ruby=えらがた>大人物</ruby>们\n肆意指责哦？他们\n肯定想尽快处理这个烂摊子。”
「うわ。さっきまでヘタレてたのに\n急に強気に出たな。」	“哇，刚才明明还那么窝囊，\n突然强硬起来了。”
「天道さんは人の揚げ足を取る時だけ\nウッキウキになるッスからねえ。」	“天道先生只有挑别人毛病时，\n才会兴高采烈。”
「知った事か。\n<ruby=ていこくじゅうこう>帝国重工</ruby>など好きに言わせておけばいい。」	“与我何干。\n<ruby=ていこくじゅうこう>帝国重工</ruby>想说什么就让他们说。”
「この事件の現場の指揮権はこの私に委ねられている。\n私は斑鳩警察の正義の名の下に人命救助を優先する。」	“本案现场的指挥权已经交给我。\n我将以斑鸠警察的正义之名，优先拯救生命。”
「これはこれは。\n私としたことが野暮な忠告でしたねえ。\n真田警部には。」	“哎呀呀。\n看来我对真田警部\n提了个不解风情的忠告。”
「おー。さすが真田警部。\n帝国重工相手に一歩も引かぬ見事な<ruby=たんか>啖呵</ruby>。」	“哦——，不愧是真田警部。\n面对帝国重工也寸步不让，好一番<ruby=たんか>豪言</ruby>。”
「これぞ我々のリーダー。\nよっ。日本一。」	“这才是我们的领袖。\n好！日本第一！”
（ノヴァは真田のブレない演説に\n<ruby=かんめい>感銘</ruby>を受け拍手を送る。）	（诺瓦被真田坚定不移的演说\n深深<ruby=かんめい>打动</ruby>，送上掌声。）
「お前も見習えよ。天道。」	“你也学着点，天道。”
「ちょっとノヴァさん？\n真田警部が居ると<ruby=しつよう>執拗</ruby>に私を\nいじってくるのやめてくれません？」	“等一下，诺瓦小姐？\n真田警部在场时，能不能别<ruby=しつよう>没完没了</ruby>地\n捉弄我？”
「さて、前置きはこのくらいにして\n任務の本題に入るとしよう。」	“好了，开场白到此为止，\n进入任务正题。”
「機巧院、お前を呼んだのは他でも無い。\n諜報部にしか出来ん重要な任務を任せる為だ。」	“机巧院，叫你来没有别的原因。\n我要把一项只有情报部能完成的重要任务交给你。”
「ほうほう。斑鳩警察本部所属の\n真田警部のご指名とあらば断われないッスねー。\nさあ、なんなりと。」	“哦哦。既然是斑鸠警察总部所属的\n真田警部亲自点名，我可不能拒绝——。\n尽管吩咐。”
「<ruby=いやいや>嫌々</ruby>ここまで来たわりには\n熱い手のひら返しですねえ。」	“明明是<ruby=いやいや>满心不情愿</ruby>地来到这里，\n态度却来了个热烈的大转弯。”
