# Chapter 1 continuation: Project-NOVA's other purpose and the date
「ノエルが剣魔が居ない世界を望んで\n自分から<ruby=りんしょうじっけん>臨床実験</ruby>を受けた。」	“诺艾尔希望创造一个没有剑魔的世界，\n主动接受了<ruby=りんしょうじっけん>临床实验</ruby>。”
「結果としてノエルは命を落としてしまった。\nだけど実験によってノヴァが生まれたんだよな。」	“结果诺艾尔失去了生命。\n但诺瓦也因这场实验而诞生了。”
「ええ。ノエルさんが臨床実験を受けなければ\n死ぬことは無かった。けれどノエルさんが\n臨床実験を受けたから自分はここに居る。」	“是的。如果诺艾尔小姐没有接受临床实验，\n她就不会死。可是，也正因为诺艾尔小姐\n接受了临床实验，我才会在这里。”
「帝国重工の科学者は\n科学の進歩に犠牲はつきものと言いますが\n皮肉なものっすね。」	“帝国重工的科学家常说，\n科学进步必然伴随着牺牲，\n还真是讽刺。”
「……それでも俺はノエルが\n選んだ未来は間違ってなかったと証明したい。」	“……即使如此，我也想证明\n诺艾尔选择的未来没有错。”
「だから、ノエルの選択を……\nノヴァが生まれた事を否定する\nフェイリクスは必ずぶっ倒す。」	“所以，否定诺艾尔的选择……\n否定诺瓦诞生这件事的费利克斯，\n我一定要把他打倒。”
「そういう馬鹿正直なところに\nノエルさんも惹かれたのかもしれないッスね……。」	“诺艾尔小姐也许正是被你这种\n傻得坦率的地方吸引了……”
「もちろん自分も……。」	“当然，我也是……”
「任せろ。お前らが俺を好きになってくれた事、\n絶対後悔させねーからよ。」	“交给我。你们喜欢上我这件事，\n我绝不会让你们后悔。”
「ははは。\n気持ちいいぐらいの<ruby=たんか>啖呵</ruby>をきりますなあ。\nなかなか言える事じゃないッスよ。それ。」	“哈哈哈。\n这番<ruby=たんか>豪言壮语</ruby>真是痛快。\n一般人可说不出口。”
「……大真面目に言ってんだけど。」	“……我可是很认真地说的。”
「そういえば……\nこの話をしていて思い出した事があるんスけど。」	“说起来……\n聊到这里，我想起一件事。”
「生体工学研究所で\n第三世代型の気になる資料を見つけたんスよね。」	“我在生体工学研究所\n发现了一份有关第三代机型的资料，很令人在意。”
「気になる資料？」	“令人在意的资料？”
「<ruby=だいさんせだいがた>第三世代型</ruby>は人間の<ruby=もほう>模倣</ruby>がコンセプト。\nソードブレイカーを使う為に\n<ruby=ぎじこんぱく>疑似魂魄</ruby>の同調率を上げるのが目的ッス。」	“<ruby=だいさんせだいがた>第三代机型</ruby>的设计理念是<ruby=もほう>模仿</ruby>人类。\n目的是提高<ruby=ぎじこんぱく>模拟魂魄</ruby>的同步率，\n以便使用剑与破坏者。”
「けれど、どうやら<ruby=だいさんせだいがた>第三世代型</ruby>には\n別の目的があるみたいなんスよね。\nその目的は……、」	“但是，<ruby=だいさんせだいがた>第三代机型</ruby>\n似乎还有另一个目的。\n那个目的就是……”
「―――――――人間の<ruby=ぎたいか>義体化</ruby>。」	“——————人类<ruby=ぎたいか>义体化</ruby>。”
「人間の……<ruby=ぎたいか>義体化</ruby>？」	“人类……<ruby=ぎたいか>义体化</ruby>？”
「生身の人間が肉体を捨て機械の身体に乗り換える。\nつまり、オートマタとして生まれ変わるって事ッスね。」	“活生生的人类舍弃肉体，换上机械身体。\n也就是转生为自动人偶。”
「人間だった奴がオートマタになるだって？\nおいおい……そんな夢物語みたいな事、\n本当に出来るのかよ？」	“原本是人类的家伙变成自动人偶？\n喂喂……这种梦幻故事一样的事，\n真的能做到吗？”
「いやいやいや。実際、\n今川島さんがまさにオートマタに\nなってるじゃないスか。」	“不不不，事实上，\n川岛先生现在不就已经\n变成自动人偶了吗？”
「あ！そういえば！\n俺、元人間だったわ！」	“啊！说起来！\n我原本是人类！”
「いや……何で人間だった事忘れてるんスか。\nいくらなんでも関心なさすぎでしょ生身の身体に。」	“不是……你为什么会忘记自己曾经是人类。\n再怎么说，你对自己的肉身也太漠不关心了吧。”
「くそ…っ。\nフェイリクスの野郎…ッ！\n俺の身体を奪いやがって、絶対許さねえ…ッ！」	“可恶……。\n费利克斯那个混蛋……！\n竟敢夺走我的身体，我绝不饶他……！”
「今まで忘れてたのに思い出した途端、\nキレまくるのはどういうワケなんスか。」	“明明刚才还忘得一干二净，\n怎么一想起来就暴跳如雷。”
「そもそも何スけど……、」	“不过说起来……”
「フェイリクスが川島さんの\n身体を奪ったって話、\nどうも不自然なんスよね。」	“费利克斯夺走川岛先生\n身体这件事，\n总觉得不太自然。”
「不自然って何が？」	“哪里不自然？”
「生体工学研究所でフェイリクスの\n機体データを確認したんスけど、」	“我在生体工学研究所\n确认过费利克斯的机体数据。”
「元々あの<ruby=サイファー>CIPHER</ruby>シリーズは\n<ruby=せいしんかんしょうよう>精神干渉用</ruby>の試作機として\n開発されたみたいッス。」	“那个<ruby=サイファー>CIPHER</ruby>系列\n原本似乎是作为<ruby=せいしんかんしょうよう>精神干涉用</ruby>试作机\n开发的。”
「……なるほど。\nつまりどういう事だ？」	“……原来如此。\n所以是什么意思？”
「カタログスペックだとフェイリクスが\n川島さんの身体を奪うのは\n不可能って事ッス。」	“按照目录规格，\n费利克斯不可能\n夺走川岛先生的身体。”
「は？でも現に俺はオートマタになってるし\n奴は俺の身体乗っ取ってるじゃん。」	“哈？可我确实变成了自动人偶，\n那家伙也确实占据了我的身体。”
「そう。だから不可解なんスよ。\n生体工学研究所のデータから導き出される結論。\nこれは一体どういう事なのか……。」	“没错，所以才无法理解。\n根据生体工学研究所的数据得出的结论，\n这到底是怎么回事……”
「考えてもわからねー事は気にしてもしょうがねー。\nとりあえずフェイリクスの野郎が\n何かしてやがるのは確かだ。」	“想也想不明白的事，在意也没用。\n总之可以肯定，费利克斯那混蛋\n动了什么手脚。”
「だから奴をぶっ倒せば何とかなるだろ。」	“所以打倒那家伙，总会有办法。”
「川島さんの\nそういう<ruby=たんらくてき>短絡的</ruby>なところって\n強みでもあるッスよねー。」	“川岛先生这种\n<ruby=たんらくてき>简单粗暴</ruby>的地方，\n也算是优点。”
「馬鹿にしてんのか？」	“你在损我吗？”
「褒めてんスよ。」	“我在夸你。”
「ふー。ごちそう様ッスー。」	“呼，多谢款待。”
「食い終わった食器は流しに置いとけよ。」	“吃完的餐具放到水槽里。”
「さて、まだ昼前だな。\n久しぶりにのんびり出来る事だし\nどっか出かけるか？」	“好了，还没到中午。\n难得能悠闲一下，\n要不要出去走走？”
「お！デートッスか！\nいいッスねー。」	“哦！约会吗！\n好啊。”
「早速着替えて来るッス。\nシュババ。」	“我马上去换衣服。\n唰唰唰。”
「……気が早いヤツ。」	“……真心急。”
「お待たせ。待った？」	“久等了，等很久了吗？”
「おろ？\n返事が無い<ruby=しかばね>屍</ruby>のようだ。」	“咦？\n没有回应，像一具<ruby=しかばね>尸体</ruby>。”
「いやいや、普通に家からここまで\n一緒に来たのに何で駅に着いた途端に\n待ち合わせデート的な<ruby=こしばい>子芝居</ruby>が始まるんだよ。」	“不不，我们明明一起从家里走到这里，\n为什么一到车站就突然演起\n碰头约会的<ruby=こしばい>小剧场</ruby>了。”
「わかってないッスねー。\nデートに待ち合わせは必須イベントッス。」	“你真不懂啊。\n约会碰头可是必备事件。”
「場面転換挟んでおけばユーザーには\nあたかも今、待ち合わせ場所に来たかのように\n演出する事が出来るんスよ。」	“只要插入一次场景转换，\n就能给用户演出一种\n我们刚到碰头地点的感觉。”
